#,Time,%Passes,Change,Test,Pass,Partial,Fail,Untested
0,Wed Feb 15 14:24:26 EST 2017,0,0,Assignment2Suite, , ,ContainsTest0- ContainsTest1- EfficiencyTest1- EmptyTest0- EmptyTest1- FindMinMaxTest0- FindMinMaxTest1- FindMinMaxTest2- HeightTest- InsertAfterRemoveTest0- InsertAfterRemoveTest1- InsertAfterRemoveTest2- InsertTest0- InsertTest1- InsertTest2- RemoveTest0- RemoveTest1- RemoveTest2- RemoveTest3- RemoveTest4- RemoveTest5- RemoveTest6- RemoveTest7- SizeTest0- SizeTest1- SizeTest2- , ,
1,Wed Feb 15 14:24:37 EST 2017,0,0,Assignment2Suite, , ,ContainsTest0 ContainsTest1 EfficiencyTest1 EmptyTest0 EmptyTest1 FindMinMaxTest0 FindMinMaxTest1 FindMinMaxTest2 HeightTest InsertAfterRemoveTest0 InsertAfterRemoveTest1 InsertAfterRemoveTest2 InsertTest0 InsertTest1 InsertTest2 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 RemoveTest4 RemoveTest5 RemoveTest6 RemoveTest7 SizeTest0 SizeTest1 SizeTest2 , ,
2,Thu Feb 16 17:55:57 EST 2017,38,38,Assignment2Suite,ContainsTest0+ EfficiencyTest1+ EmptyTest0+ FindMinMaxTest0+ FindMinMaxTest1+ RemoveTest0+ RemoveTest1+ RemoveTest7+ SizeTest0+ SizeTest1+ , ,ContainsTest1 EmptyTest1 FindMinMaxTest2 HeightTest InsertAfterRemoveTest0 InsertAfterRemoveTest1 InsertAfterRemoveTest2 InsertTest0 InsertTest1 InsertTest2 RemoveTest2 RemoveTest3 RemoveTest4 RemoveTest5 RemoveTest6 SizeTest2 , ,
3,Thu Feb 16 17:59:39 EST 2017,38,0,Assignment2Suite,ContainsTest0 EfficiencyTest1 EmptyTest0 FindMinMaxTest0 FindMinMaxTest1 RemoveTest0 RemoveTest1 RemoveTest7 SizeTest0 SizeTest1 , ,ContainsTest1 EmptyTest1 FindMinMaxTest2 HeightTest InsertAfterRemoveTest0 InsertAfterRemoveTest1 InsertAfterRemoveTest2 InsertTest0 InsertTest1 InsertTest2 RemoveTest2 RemoveTest3 RemoveTest4 RemoveTest5 RemoveTest6 SizeTest2 , ,
4,Thu Feb 16 18:01:20 EST 2017,38,0,Assignment2Suite,ContainsTest0 EfficiencyTest1 EmptyTest0 FindMinMaxTest0 FindMinMaxTest1 RemoveTest0 RemoveTest1 RemoveTest7 SizeTest0 SizeTest1 , ,ContainsTest1 EmptyTest1 FindMinMaxTest2 HeightTest InsertAfterRemoveTest0 InsertAfterRemoveTest1 InsertAfterRemoveTest2 InsertTest0 InsertTest1 InsertTest2 RemoveTest2 RemoveTest3 RemoveTest4 RemoveTest5 RemoveTest6 SizeTest2 , ,
5,Thu Feb 16 18:02:13 EST 2017,11,-27,Assignment2Suite,EmptyTest0 FindMinMaxTest0 SizeTest0 , ,ContainsTest0- ContainsTest1 EfficiencyTest1- EmptyTest1 FindMinMaxTest1- FindMinMaxTest2 HeightTest InsertAfterRemoveTest0 InsertAfterRemoveTest1 InsertAfterRemoveTest2 InsertTest0 InsertTest1 InsertTest2 RemoveTest0- RemoveTest1- RemoveTest2 RemoveTest3 RemoveTest4 RemoveTest5 RemoveTest6 RemoveTest7- SizeTest1- SizeTest2 , ,
6,Thu Feb 16 18:03:23 EST 2017,11,0,Assignment2Suite,EmptyTest0 FindMinMaxTest0 SizeTest0 , ,ContainsTest0 ContainsTest1 EfficiencyTest1 EmptyTest1 FindMinMaxTest1 FindMinMaxTest2 HeightTest InsertAfterRemoveTest0 InsertAfterRemoveTest1 InsertAfterRemoveTest2 InsertTest0 InsertTest1 InsertTest2 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 RemoveTest4 RemoveTest5 RemoveTest6 RemoveTest7 SizeTest1 SizeTest2 , ,
7,Thu Feb 16 18:05:23 EST 2017,26,15,Assignment2Suite,EfficiencyTest1+ EmptyTest0 EmptyTest1+ FindMinMaxTest0 InsertAfterRemoveTest0+ SizeTest0 SizeTest2+ , ,ContainsTest0 ContainsTest1 FindMinMaxTest1 FindMinMaxTest2 HeightTest InsertAfterRemoveTest1 InsertAfterRemoveTest2 InsertTest0 InsertTest1 InsertTest2 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 RemoveTest4 RemoveTest5 RemoveTest6 RemoveTest7 SizeTest1 , ,
8,Thu Feb 16 18:13:02 EST 2017,26,0,Assignment2Suite,EfficiencyTest1 EmptyTest0 EmptyTest1 FindMinMaxTest0 InsertAfterRemoveTest0 SizeTest0 SizeTest2 , ,ContainsTest0 ContainsTest1 FindMinMaxTest1 FindMinMaxTest2 HeightTest InsertAfterRemoveTest1 InsertAfterRemoveTest2 InsertTest0 InsertTest1 InsertTest2 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 RemoveTest4 RemoveTest5 RemoveTest6 RemoveTest7 SizeTest1 , ,
9,Thu Feb 16 18:14:14 EST 2017,34,8,Assignment2Suite,EfficiencyTest1 EmptyTest0 FindMinMaxTest0 FindMinMaxTest1+ RemoveTest0+ RemoveTest1+ RemoveTest7+ SizeTest0 SizeTest1+ , ,ContainsTest0 ContainsTest1 EmptyTest1- FindMinMaxTest2 HeightTest InsertAfterRemoveTest0- InsertAfterRemoveTest1 InsertAfterRemoveTest2 InsertTest0 InsertTest1 InsertTest2 RemoveTest2 RemoveTest3 RemoveTest4 RemoveTest5 RemoveTest6 SizeTest2- , ,
10,Thu Feb 16 18:26:18 EST 2017,26,-8,Assignment2Suite,EfficiencyTest1 EmptyTest0 EmptyTest1+ FindMinMaxTest0 InsertAfterRemoveTest0+ SizeTest0 SizeTest2+ , ,ContainsTest0 ContainsTest1 FindMinMaxTest1- FindMinMaxTest2 HeightTest InsertAfterRemoveTest1 InsertAfterRemoveTest2 InsertTest0 InsertTest1 InsertTest2 RemoveTest0- RemoveTest1- RemoveTest2 RemoveTest3 RemoveTest4 RemoveTest5 RemoveTest6 RemoveTest7- SizeTest1- , ,
11,Thu Feb 16 18:28:04 EST 2017,26,0,Assignment2Suite,EfficiencyTest1 EmptyTest0 EmptyTest1 FindMinMaxTest0 InsertAfterRemoveTest0 SizeTest0 SizeTest2 , ,ContainsTest0 ContainsTest1 FindMinMaxTest1 FindMinMaxTest2 HeightTest InsertAfterRemoveTest1 InsertAfterRemoveTest2 InsertTest0 InsertTest1 InsertTest2 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 RemoveTest4 RemoveTest5 RemoveTest6 RemoveTest7 SizeTest1 , ,
12,Thu Feb 16 18:28:14 EST 2017,26,0,SizeTestSuite,EfficiencyTest1 EmptyTest0 EmptyTest1 FindMinMaxTest0 InsertAfterRemoveTest0 SizeTest0 SizeTest2 , ,ContainsTest0 ContainsTest1 FindMinMaxTest1 FindMinMaxTest2 HeightTest InsertAfterRemoveTest1 InsertAfterRemoveTest2 InsertTest0 InsertTest1 InsertTest2 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 RemoveTest4 RemoveTest5 RemoveTest6 RemoveTest7 SizeTest1 , ,
13,Thu Feb 16 18:29:47 EST 2017,26,0,Assignment2Suite,EfficiencyTest1 EmptyTest0 EmptyTest1 FindMinMaxTest0 InsertAfterRemoveTest0 SizeTest0 SizeTest2 , ,ContainsTest0 ContainsTest1 FindMinMaxTest1 FindMinMaxTest2 HeightTest InsertAfterRemoveTest1 InsertAfterRemoveTest2 InsertTest0 InsertTest1 InsertTest2 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 RemoveTest4 RemoveTest5 RemoveTest6 RemoveTest7 SizeTest1 , ,
14,Thu Feb 16 18:43:17 EST 2017,38,12,Assignment2Suite,ContainsTest0+ EfficiencyTest1 EmptyTest0 FindMinMaxTest0 FindMinMaxTest1+ RemoveTest0+ RemoveTest1+ RemoveTest7+ SizeTest0 SizeTest1+ , ,ContainsTest1 EmptyTest1- FindMinMaxTest2 HeightTest InsertAfterRemoveTest0- InsertAfterRemoveTest1 InsertAfterRemoveTest2 InsertTest0 InsertTest1 InsertTest2 RemoveTest2 RemoveTest3 RemoveTest4 RemoveTest5 RemoveTest6 SizeTest2- , ,
15,Thu Feb 16 18:44:53 EST 2017,38,0,Assignment2Suite,ContainsTest0 EfficiencyTest1 EmptyTest0 FindMinMaxTest0 FindMinMaxTest1 RemoveTest0 RemoveTest1 RemoveTest7 SizeTest0 SizeTest1 , ,ContainsTest1 EmptyTest1 FindMinMaxTest2 HeightTest InsertAfterRemoveTest0 InsertAfterRemoveTest1 InsertAfterRemoveTest2 InsertTest0 InsertTest1 InsertTest2 RemoveTest2 RemoveTest3 RemoveTest4 RemoveTest5 RemoveTest6 SizeTest2 , ,
16,Thu Feb 16 19:22:51 EST 2017,38,0,Assignment2Suite,ContainsTest0 EfficiencyTest1 EmptyTest0 FindMinMaxTest0 FindMinMaxTest1 RemoveTest0 RemoveTest1 RemoveTest7 SizeTest0 SizeTest1 , ,ContainsTest1 EmptyTest1 FindMinMaxTest2 HeightTest InsertAfterRemoveTest0 InsertAfterRemoveTest1 InsertAfterRemoveTest2 InsertTest0 InsertTest1 InsertTest2 RemoveTest2 RemoveTest3 RemoveTest4 RemoveTest5 RemoveTest6 SizeTest2 , ,
17,Thu Feb 16 20:06:07 EST 2017,84,46,Assignment2Suite,ContainsTest0 ContainsTest1+ EfficiencyTest1 EmptyTest0 EmptyTest1+ FindMinMaxTest0 FindMinMaxTest1 HeightTest+ InsertAfterRemoveTest1+ InsertAfterRemoveTest2+ InsertTest0+ InsertTest1+ InsertTest2+ RemoveTest0 RemoveTest1 RemoveTest2+ RemoveTest3+ RemoveTest5+ RemoveTest6+ RemoveTest7 SizeTest0 SizeTest1 , ,FindMinMaxTest2 InsertAfterRemoveTest0 RemoveTest4 SizeTest2 , ,
18,Thu Feb 16 20:11:07 EST 2017,84,0,Assignment2Suite,ContainsTest0 ContainsTest1 EfficiencyTest1 EmptyTest0 EmptyTest1 FindMinMaxTest0 FindMinMaxTest1 HeightTest InsertAfterRemoveTest1 InsertAfterRemoveTest2 InsertTest0 InsertTest1 InsertTest2 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 RemoveTest5 RemoveTest6 RemoveTest7 SizeTest0 SizeTest1 , ,FindMinMaxTest2 InsertAfterRemoveTest0 RemoveTest4 SizeTest2 , ,
19,Thu Feb 16 20:17:36 EST 2017,92,8,Assignment2Suite,ContainsTest0 ContainsTest1 EfficiencyTest1 EmptyTest0 EmptyTest1 FindMinMaxTest0 FindMinMaxTest1 HeightTest InsertAfterRemoveTest0+ InsertAfterRemoveTest1 InsertAfterRemoveTest2 InsertTest0 InsertTest1 InsertTest2 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 RemoveTest5 RemoveTest6 RemoveTest7 SizeTest0 SizeTest1 SizeTest2+ , ,FindMinMaxTest2 RemoveTest4 , ,
20,Thu Feb 16 21:43:24 EST 2017,92,0,Assignment2Suite,ContainsTest0 ContainsTest1 EfficiencyTest1 EmptyTest0 EmptyTest1 FindMinMaxTest0 FindMinMaxTest1 HeightTest InsertAfterRemoveTest0 InsertAfterRemoveTest1 InsertAfterRemoveTest2 InsertTest0 InsertTest1 InsertTest2 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 RemoveTest5 RemoveTest6 RemoveTest7 SizeTest0 SizeTest1 SizeTest2 , ,FindMinMaxTest2 RemoveTest4 , ,
21,Thu Feb 16 21:54:44 EST 2017,100,8,Assignment2Suite,ContainsTest0 ContainsTest1 EfficiencyTest1 EmptyTest0 EmptyTest1 FindMinMaxTest0 FindMinMaxTest1 FindMinMaxTest2+ HeightTest InsertAfterRemoveTest0 InsertAfterRemoveTest1 InsertAfterRemoveTest2 InsertTest0 InsertTest1 InsertTest2 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 RemoveTest4+ RemoveTest5 RemoveTest6 RemoveTest7 SizeTest0 SizeTest1 SizeTest2 , , , ,
22,Thu Feb 16 22:10:48 EST 2017,92,-8,Assignment2Suite,ContainsTest0 ContainsTest1 EfficiencyTest1 EmptyTest0 EmptyTest1 FindMinMaxTest0 FindMinMaxTest1 HeightTest InsertAfterRemoveTest0 InsertAfterRemoveTest1 InsertAfterRemoveTest2 InsertTest0 InsertTest1 InsertTest2 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 RemoveTest5 RemoveTest6 RemoveTest7 SizeTest0 SizeTest1 SizeTest2 , ,FindMinMaxTest2- RemoveTest4- , ,
23,Thu Feb 16 22:11:36 EST 2017,92,0,Assignment2Suite,ContainsTest0 ContainsTest1 EfficiencyTest1 EmptyTest0 EmptyTest1 FindMinMaxTest0 FindMinMaxTest1 HeightTest InsertAfterRemoveTest0 InsertAfterRemoveTest1 InsertAfterRemoveTest2 InsertTest0 InsertTest1 InsertTest2 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 RemoveTest5 RemoveTest6 RemoveTest7 SizeTest0 SizeTest1 SizeTest2 , ,FindMinMaxTest2 RemoveTest4 , ,
24,Thu Feb 16 22:12:58 EST 2017,92,0,Assignment2Suite,ContainsTest0 ContainsTest1 EfficiencyTest1 EmptyTest0 EmptyTest1 FindMinMaxTest0 FindMinMaxTest1 HeightTest InsertAfterRemoveTest0 InsertAfterRemoveTest1 InsertAfterRemoveTest2 InsertTest0 InsertTest1 InsertTest2 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 RemoveTest5 RemoveTest6 RemoveTest7 SizeTest0 SizeTest1 SizeTest2 , ,FindMinMaxTest2 RemoveTest4 , ,
