#,Time,%Passes,Change,Test,Pass,Partial,Fail,Untested
0,Thu Apr 20 20:02:30 EDT 2017,0,0,Assignment6Suite, , ,ShortestPathTest0- ShortestPathTest1- ShortestPathTest2- ShortestPathTest3- ShortestPathTest4- ShortestPathTest5- , ,
1,Fri Apr 21 01:27:26 EDT 2017,16,16,Assignment6Suite,ShortestPathTest0+ , ,ShortestPathTest1 ShortestPathTest2 ShortestPathTest3 ShortestPathTest4 ShortestPathTest5 , ,
2,Thu Apr 27 18:03:55 EDT 2017,16,0,Assignment6Suite,ShortestPathTest0 , ,ShortestPathTest1 ShortestPathTest2 ShortestPathTest3 ShortestPathTest4 ShortestPathTest5 , ,
3,Thu Apr 27 18:26:02 EDT 2017,0,-16,Assignment6Suite, , ,ShortestPathTest0- ShortestPathTest1 ShortestPathTest2 ShortestPathTest3 ShortestPathTest4 ShortestPathTest5 , ,
4,Thu Apr 27 18:54:38 EDT 2017,50,50,Assignment6Suite,ShortestPathTest0+ ShortestPathTest1+ ShortestPathTest5+ , ,ShortestPathTest2 ShortestPathTest3 ShortestPathTest4 , ,
5,Thu Apr 27 18:58:20 EDT 2017,66,16,Assignment6Suite,ShortestPathTest0 ShortestPathTest1 ShortestPathTest3+ ShortestPathTest5 , ,ShortestPathTest2 ShortestPathTest4 , ,
6,Thu Apr 27 19:28:00 EDT 2017,83,17,Assignment6Suite,ShortestPathTest0 ShortestPathTest1 ShortestPathTest2+ ShortestPathTest3 ShortestPathTest5 , ,ShortestPathTest4 , ,
7,Thu Apr 27 19:32:21 EDT 2017,83,0,Assignment6Suite,ShortestPathTest0 ShortestPathTest1 ShortestPathTest2 ShortestPathTest3 ShortestPathTest5 , ,ShortestPathTest4 , ,
8,Thu Apr 27 19:36:05 EDT 2017,100,17,Assignment6Suite,ShortestPathTest0 ShortestPathTest1 ShortestPathTest2 ShortestPathTest3 ShortestPathTest4+ ShortestPathTest5 , , , ,
9,Thu Apr 27 19:44:44 EDT 2017,85,0,Assignment6Suite,ShortestPathTest0 ShortestPathTest1 ShortestPathTest2 ShortestPathTest3 ShortestPathTest4 ShortestPathTest5 , ,EfficiencyTest1- , ,
10,Thu Apr 27 19:53:15 EDT 2017,85,0,Assignment6Suite,ShortestPathTest0 ShortestPathTest1 ShortestPathTest2 ShortestPathTest3 ShortestPathTest4 ShortestPathTest5 , ,EfficiencyTest1 , ,
11,Thu Apr 27 20:04:43 EDT 2017,85,0,Assignment6Suite,ShortestPathTest0 ShortestPathTest1 ShortestPathTest2 ShortestPathTest3 ShortestPathTest4 ShortestPathTest5 , ,EfficiencyTest1 , ,
